,eventid,iyear,imonth,iday,crit1,crit2,crit3,city,vicinity,latitude,longitude,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,success,suicide,targtype1,targtype1_txt,corp1,gname,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,nkill,nkillter,nwound,nwoundte,property,propextent,propextent_txt,propvalue,ishostkid,nhostkid,ransomamt,ransompaid,nreleased
2120,199410290011,1994,10,29.0,1,1,1,Washington,0,38.890370000000004,-77.031959,1,Assassination,,,,,0,0,2,Government (General),Govt,,1,1.0,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2121,199411030003,1994,11,3.0,1,1,1,San Rafael,0,37.97457,-122.532474,3,Bombing/Explosion,,,,,1,0,5,Abortion Related,,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2122,199411040011,1994,11,4.0,1,1,1,Miami,0,25.764367,-80.20152900000001,9,,,,,,0,0,1,Business,,Anti-Castro Group,0,3.0,,,,,,0.0,,0.0,1.0,,,,0.0,,,,
2123,199411110015,1994,11,11.0,1,0,1,Des Moines,0,41.58979,-93.615659,5,Hostage Taking (Barricade Incident),,,,,1,0,1,Business,East Des Moines National Bank,Aryan Republican Army,0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),29000.0,0.0,,,,
2124,199411170003,1994,11,17.0,1,1,1,Redding,0,40.587515,-122.39293400000001,3,Bombing/Explosion,,,,,0,0,1,Business,,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2125,199412010003,1994,12,1.0,1,1,1,Los Angeles,0,34.053490000000004,-118.245319,3,Bombing/Explosion,,,,,0,0,14,Private Citizens & Property,,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2126,199412090007,1994,12,9.0,1,0,1,Middleburg Heights,0,41.371738,-81.810877,5,Hostage Taking (Barricade Incident),,,,,1,0,1,Business,Third Federal Savings & Loan,Aryan Republican Army,0,4.0,4.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),7906.0,0.0,,,,
2127,199412100011,1994,12,10.0,1,1,1,Rapid City,0,44.081165000000006,-103.230889,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,Planned Parenthood,Anti-Abortion extremists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),1000.0,0.0,,,,
2128,199412110004,1994,12,10.0,1,1,1,Caldwell,0,40.841437,-74.276645,3,Bombing/Explosion,,,,,1,0,1,Business,Young & Rublican Advertising Agency,Anti-Technology extremists,1,1.0,,,,,1.0,,0.0,,1.0,,,,0.0,,,,
2129,199412130012,1994,12,13.0,1,1,1,Newport News,0,36.980292,-76.42755600000001,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,,Anti-Abortion extremists,0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),400.0,0.0,,,,
2130,199412140004,1994,12,14.0,1,1,1,Albany,0,42.651445,-73.75525400000001,5,Hostage Taking (Barricade Incident),,,,,1,0,8,Educational Institution,State Univeristy of New York-Albany,,1,1.0,,,,,0.0,,1.0,,1.0,,,,1.0,35.0,,,
2131,199412140013,1994,12,14.0,1,1,1,Kansas City,0,39.11338,-94.626824,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,,Anti-Abortion extremists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),1000.0,0.0,,,,
2132,199412140014,1994,12,14.0,1,1,1,Kansas City,0,39.102959999999996,-94.583062,7,Facility/Infrastructure Attack,,,,,0,0,5,Abortion Related,Planned Parenthood,Anti-Abortion extremists,0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
2133,199412220005,1994,12,22.0,1,1,1,New York City,0,40.712784,-74.005941,2,Armed Assault,,,,,1,0,19,Transportation,Govt,,0,1.0,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2134,199412270006,1994,12,27.0,1,0,1,Maryland Heights,0,38.716635,-90.436829,5,Hostage Taking (Barricade Incident),,,,,1,0,1,Business,Commercial Bank,Aryan Republican Army,0,4.0,4.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),30144.0,0.0,,,,
2135,199412300007,1994,12,30.0,1,1,1,Brookline,0,42.331779,-71.12118199999999,2,Armed Assault,,,,,1,0,5,Abortion Related,Planned Parenthood,Anti-Abortion extremists,0,1.0,1.0,0.0,,,1.0,0.0,3.0,0.0,0.0,,,,0.0,,,,
2136,199412300008,1994,12,30.0,1,1,1,Brookline,0,42.331779,-71.12118199999999,2,Armed Assault,,,,,1,0,5,Abortion Related,,Anti-Abortion extremists,0,1.0,1.0,0.0,,,1.0,0.0,2.0,0.0,0.0,,,,0.0,,,,
2137,199412310011,1994,12,31.0,1,1,1,Norfolk,0,36.846825,-76.285069,2,Armed Assault,,,,,1,0,5,Abortion Related,,Anti-Abortion extremists,0,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
2138,199501000001,1995,1,,1,1,1,Albuquerque,0,35.084179999999996,-106.64863899999999,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,Abortion and Reproductive Health Services,Anti-Abortion extremists,1,1.0,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2139,199501000002,1995,1,,1,1,1,Albuquerque,0,35.084179999999996,-106.64863899999999,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,Abortion and Reproductive Health Services,Anti-Abortion extremists,1,1.0,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2140,199501000003,1995,1,,1,1,1,Albuquerque,0,35.084179999999996,-106.64863899999999,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,Abortion and Reproductive Health Services,Anti-Abortion extremists,1,1.0,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2141,199501020006,1995,1,2.0,1,1,1,Albuquerque,0,35.084179999999996,-106.64863899999999,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,Abortion + Reproductive Health Service,Anti-Abortion extremists,1,1.0,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2142,199501020012,1995,1,2.0,1,1,1,Albuquerque,0,35.084179999999996,-106.64863899999999,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,Abortion and Reproductive Health Services,Anti-Abortion extremists,1,1.0,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2143,199501070004,1995,1,7.0,1,1,1,Little Rock,0,34.748655,-92.27449399999999,3,Bombing/Explosion,,,,,0,0,3,Police,,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2144,199501090007,1995,1,9.0,1,1,1,Olympia,0,47.039225,-122.891429,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,,Anti-Abortion extremists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),500000.0,0.0,,,,
2145,199501180009,1995,1,18.0,1,1,1,Murphy,0,42.348135,-123.334877,3,Bombing/Explosion,2.0,Armed Assault,7.0,Facility/Infrastructure Attack,0,0,5,Abortion Related,,Anti-Abortion extremists,0,1.0,0.0,0.0,,,0.0,0.0,1.0,1.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
2146,199501260003,1995,1,29.0,1,1,1,Columbia,0,35.615725,-87.03544699999999,2,Armed Assault,,,,,1,0,15,Religious Figures/Institutions,,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2147,199501260004,1995,1,29.0,1,1,1,Columbia,0,35.615725,-87.03544699999999,2,Armed Assault,,,,,1,0,15,Religious Figures/Institutions,,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2148,199501260005,1995,1,29.0,1,1,1,Williamsport,0,35.689803999999995,-87.220913,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2149,199501280012,1995,1,28.0,1,1,1,Huntington,1,40.868154,-73.425676,1,Assassination,,,,,0,0,5,Abortion Related,Unk,,0,,,,,,0.0,,0.0,,0.0,,,,0.0,,,,
2150,199502090009,1995,2,9.0,1,1,1,Ventura,0,34.274606,-119.229202,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,Family Planning Associates,,0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),1000.0,0.0,,,,
2151,199502110002,1995,2,11.0,1,1,1,Santa Barbara,0,34.419255,-119.69886899999999,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,Santa Barbara Medical Corp,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2152,199502150003,1995,2,15.0,1,1,1,San Luis Obispo,0,35.28552,-120.66251899999999,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,Planned Parenthood,,0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),50000.0,0.0,,,,
2153,199502210002,1995,2,21.0,1,1,1,Santa Cruz,0,36.974025,-122.03095400000001,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,Choice Medical Group,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2154,199502240004,1995,2,24.0,1,1,1,Albuquerque,0,35.084179999999996,-106.64863899999999,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,Abortion and Reproductive Health Services,Anti-Abortion extremists,1,1.0,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2155,199502280006,1995,2,28.0,1,1,1,San Francisco,0,37.777125,-122.41964399999999,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,Buena Vista Womens Service/Pregnancy Consultation*,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2156,199503060010,1995,3,6.0,1,1,1,Norfolk,0,36.846825,-76.285069,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,,Anti-Abortion extremists,0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),5000.0,0.0,,,,
2157,199503110002,1995,3,11.0,1,1,1,Brookline,0,42.331779,-71.12118199999999,8,Unarmed Assault,,,,,1,0,5,Abortion Related,Planned Parenthood,Anti-Abortion extremists,1,1.0,,,,,0.0,,1.0,,0.0,,,,0.0,,,,
2158,199503170003,1995,3,17.0,1,1,1,Los Angeles,0,34.053490000000004,-118.245319,3,Bombing/Explosion,,,,,0,0,2,Government (General),,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2159,199503180010,1995,3,18.0,1,1,1,Denver,0,39.74001,-104.992259,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,Planned Parenthood,Anti-Abortion extremists,1,1.0,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2160,199503280006,1995,3,28.0,1,1,1,Lamoille,0,40.729069,-115.47876000000001,3,Bombing/Explosion,,,,,1,0,2,Government (General),National Forest facilities,Anti-Government Group,0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
2161,199503290025,1995,3,29.0,1,0,1,Des Moines,0,41.58979,-93.615659,5,Hostage Taking (Barricade Incident),3.0,Bombing/Explosion,,,1,0,1,Business,Boatman's Bank,Aryan Republican Army,0,4.0,4.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),28255.0,0.0,,,,
2162,199503310002,1995,3,31.0,1,1,1,Carson City,0,39.164885,-119.766999,3,Bombing/Explosion,,,,,1,0,2,Government (General),,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2163,199504110004,1995,4,11.0,1,1,1,DeWitt,0,43.038712,-76.073792,7,Facility/Infrastructure Attack,,,,,0,0,1,Business,Oneonta Beef Inc.,Animal Liberation Front (ALF),0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
2164,199504130003,1995,4,13.0,1,1,1,Jacksonville,0,30.33138,-81.655799,3,Bombing/Explosion,,,,,1,0,2,Government (General),Tax collector's office,,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
2165,199504140011,1995,4,14.0,1,1,1,DeWitt,0,43.038712,-76.073792,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,Oneonta Beef Inc.,Animal Liberation Front (ALF),0,,,1.0,5.0,Note left at scene,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),6000.0,0.0,,,,
2166,199504150010,1995,4,15.0,1,1,1,Aptos,0,36.977173,-121.899402,3,Bombing/Explosion,,,,,1,0,1,Business,General Lumber Company,,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,4.0,,,0.0,,,,
2167,199504190004,1995,4,19.0,1,1,1,Oklahoma City,0,35.472015,-97.520354,3,Bombing/Explosion,,,,,1,0,2,Government (General),,Anti-Government extremists,1,1.0,,,,,168.0,0.0,650.0,0.0,1.0,2.0,Major (likely > $1 million but < $1 billion),652000000.0,0.0,,,,
2168,199504220002,1995,4,22.0,1,1,1,Warren,0,42.511115000000004,-83.02851899999999,2,Armed Assault,,,,,1,0,5,Abortion Related,Planned Parenthood,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2169,199504240002,1995,4,24.0,1,1,1,Sacramento,0,38.579065,-121.49101399999999,3,Bombing/Explosion,,,,,1,0,14,Private Citizens & Property,California Forestry Assoc.,Anti-Technology extremists,1,,,,,,1.0,,0.0,,1.0,,,,0.0,,,,
2170,199505040006,1995,5,4.0,1,1,1,Canton,0,40.79781,-81.371569,3,Bombing/Explosion,,,,,1,0,5,Abortion Related,Planned Parenthood,Anti-Abortion extremists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
2171,199505120001,1995,5,23.0,1,1,1,Washington,0,38.890370000000004,-77.031959,2,Armed Assault,,,,,0,0,2,Government (General),,,0,,,,,,0.0,,2.0,,1.0,,,,0.0,,,,
2172,199505230025,1995,5,23.0,1,0,1,Louisville,0,38.25486,-85.76640400000001,5,Hostage Taking (Barricade Incident),,,,,1,0,1,Business,Great Financial Bank,Aryan Republican Army,0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
2173,199506100008,1995,6,10.0,1,1,1,Salt Lake City,0,40.733502,-111.89398,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,Majestic Meats,Animal Liberation Front (ALF),0,,1.0,1.0,8.0,Personal claim,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
2174,199506150025,1995,6,15.0,1,1,1,Murray,0,40.656914,-111.88836299999998,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,Tandy Leather Store,Animal Liberation Front (ALF),0,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),300000.0,0.0,,,,
2175,199506200014,1995,6,20.0,1,1,1,Greeleyville,0,33.577784,-79.988963,7,Facility/Infrastructure Attack,,,,,1,0,15,Religious Figures/Institutions,Black Baptist church in South Carolina,Ku Klux Klan,0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),110000.0,0.0,,,,
2176,199506210010,1995,6,21.0,1,1,1,Manning,1,33.609390000000005,-80.209839,7,Facility/Infrastructure Attack,,,,,1,0,15,Religious Figures/Institutions,Black Baptist church in South Carolina,Ku Klux Klan,0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),80000.0,0.0,,,,
2177,199506220018,1995,6,22.0,1,0,1,Glendale,0,43.125946,-87.928409,5,Hostage Taking (Barricade Incident),3.0,Bombing/Explosion,,,1,0,1,Business,Guaranty Bank,Aryan Republican Army,0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
2178,199508050009,1995,8,5.0,1,1,1,Carson City,0,39.164885,-119.766999,3,Bombing/Explosion,,,,,1,0,2,Government (General),,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2179,199508160005,1995,8,16.0,1,0,1,Bridgeton,0,38.755299,-90.406378,5,Hostage Taking (Barricade Incident),3.0,Bombing/Explosion,,,1,0,1,Business,Magna Bank,Aryan Republican Army,0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),16606.0,0.0,,,,
2180,199508210009,1995,8,21.0,1,1,1,St. Petersburg,0,27.771185,-82.639319,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2181,199508280001,1995,8,28.0,1,1,1,Grants Pass,0,42.44321,-123.32463899999999,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,Planned Parenthood,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2182,199508290008,1995,8,29.0,1,1,1,St. Petersburg,0,27.771185,-82.639319,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,,,0,,,,,,0.0,,2.0,,1.0,,,,0.0,,,,
2183,199508300005,1995,8,30.0,0,1,1,Peoria,0,40.69214,-89.587764,2,Armed Assault,,,,,1,0,1,Business,caterpillar,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2184,199508300006,1995,8,30.0,0,1,1,Peoria,0,40.69214,-89.587764,2,Armed Assault,,,,,1,0,1,Business,caterpillar,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2185,199508300008,1995,8,30.0,1,0,1,Madison,0,43.125163,-89.309099,5,Hostage Taking (Barricade Incident),,,,,1,0,1,Business,Bank One,Aryan Republican Army,0,5.0,5.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),9845.0,0.0,,,,
2186,199509180004,1995,9,18.0,1,1,1,Jackson,0,43.47997,-110.762354,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,Emerg-a-care,Anti-Abortion extremists,1,1.0,1.0,1.0,8.0,Personal claim,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),30000.0,0.0,,,,
2187,199510090011,1995,10,9.0,1,1,1,Hyder,0,33.014992,-113.352173,7,Facility/Infrastructure Attack,,,,,1,0,19,Transportation,Amtrack,Sons of the Gestapo,0,,,,,,1.0,,78.0,,1.0,,,,0.0,,,,
2188,199510130001,1995,10,13.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,6,Airports & Aircraft,La Guardie Airport,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2189,199510300012,1995,10,30.0,1,1,1,Chicago,0,41.88415,-87.632409,3,Bombing/Explosion,,,,,1,0,2,Government (General),,,1,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2190,199511020005,1995,11,2.0,1,1,1,St. Petersburg,0,27.771185,-82.639319,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,All Womens Health Center,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2191,199511070007,1995,11,7.0,1,1,1,Clearwater,0,27.9656,-82.799764,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,,Anti-Abortion extremists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),400.0,0.0,,,,
2192,199511150001,1995,11,15.0,1,1,1,Boston,0,42.358635,-71.056699,3,Bombing/Explosion,,,,,0,0,15,Religious Figures/Institutions,Christian Science World Headquarters,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2193,199511220022,1995,11,22.0,0,1,1,St. Louis,0,38.62774,-90.19951400000001,5,Hostage Taking (Barricade Incident),,,,,1,0,1,Business,Roosevelt Bank,Aryan Republican Army,0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),2500.0,0.0,,,,
2194,199512070004,1995,12,7.0,1,1,1,Fayetteville,0,35.054495,-78.877579,1,Assassination,,,,,1,0,20,,,,0,,,,,,0.0,,0.0,,0.0,,,,0.0,,,,
2195,199512180003,1995,12,18.0,1,1,1,Reno,0,39.527395,-119.813414,3,Bombing/Explosion,,,,,0,0,2,Government (General),,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2196,199512190006,1995,12,19.0,1,0,1,Sylvania,0,41.715575,-83.704249,5,Hostage Taking (Barricade Incident),,,,,1,0,1,Business,Mid-America Bank,Aryan Republican Army,0,3.0,3.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),7400.0,0.0,,,,
2197,199512240011,1995,12,24.0,1,1,1,Eugene,0,44.04992,-123.088544,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,Dutch Girl Dairy,Animal Liberation Front (ALF),0,1.0,1.0,1.0,5.0,Note left at scene,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),15000.0,0.0,,,,
2198,199601010011,1996,1,1.0,1,1,1,Opelika,0,32.6505,-85.380649,1,Assassination,,,,,1,0,15,Religious Figures/Institutions,,,0,,,,,,0.0,,1.0,,1.0,,,,0.0,,,,
2199,199601010012,1996,1,1.0,1,1,1,Grants Pass,0,42.44321,-123.32463899999999,7,Facility/Infrastructure Attack,,,,,0,0,5,Abortion Related,Planned Parenthood of SW Oregon,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2200,199601050006,1996,1,5.0,1,1,1,Washington,0,38.890370000000004,-77.031959,2,Armed Assault,,,,,1,0,14,Private Citizens & Property,,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2201,199601120006,1996,1,12.0,1,1,1,Virginia Beach,0,36.848310999999995,-75.97927800000001,3,Bombing/Explosion,,,,,0,0,15,Religious Figures/Institutions,Christian Broadcasting Network,,0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
2202,199601200009,1996,1,20.0,1,1,1,Berkeley,0,37.869885,-122.27053899999999,3,Bombing/Explosion,,,,,0,0,8,Educational Institution,,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2203,199601230003,1996,1,23.0,1,1,1,Miami,0,25.764367,-80.20152900000001,3,Bombing/Explosion,,,,,1,0,10,Journalists & Media,TV Station: USVN/Radio WTOD,,0,,,,,,1.0,,0.0,,1.0,,,,0.0,,,,
2204,199604010005,1996,4,1.0,1,1,1,Spokane,0,47.65713,-117.24786399999999,3,Bombing/Explosion,,,,,1,0,10,Journalists & Media,The Spokesman-Review,Phineas Priesthood,0,3.0,3.0,1.0,5.0,Note left at scene,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
2205,199604010007,1996,4,1.0,1,1,1,Spokane Valley,0,47.65713,-117.24786399999999,2,Armed Assault,,,,,1,0,1,Business,U.S. Bank,Phineas Priesthood,0,3.0,3.0,1.0,5.0,Note left at scene,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,1.0,15.0,,,15.0
2206,199604120008,1996,4,12.0,1,1,1,Vacaville,1,38.351355,-121.993429,3,Bombing/Explosion,,,,,1,0,2,Government (General),Federal employee,Anti-Government Group,0,,,0.0,,,0.0,0.0,2.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
2207,199604290004,1996,4,29.0,1,1,1,Spokane,0,47.65878,-117.426047,3,Bombing/Explosion,,,,,1,0,2,Government (General),,White extremists,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2208,199605200006,1996,5,20.0,1,1,1,Laredo,0,27.530520000000003,-99.48005,3,Bombing/Explosion,,,,,1,0,3,Police,,Organization 544,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2209,199605230006,1996,5,23.0,1,1,1,Boise,0,43.618518,-116.214619,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,Women's Health Care Clinic,,0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),2000.0,0.0,,,,
2210,199607070004,1996,7,7.0,1,1,1,Boise,0,43.618518,-116.214619,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,Women's Health Care Clinic,,0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),30000.0,0.0,,,,
2211,199607110005,1996,7,11.0,1,1,1,Miami,0,25.777588,-80.237752,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,Cuban American business hosting a Cuban performer,Cuban Exiles,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
2212,199607120005,1996,7,12.0,1,1,1,Spokane Valley,0,47.65878,-117.426047,3,Bombing/Explosion,,,,,1,0,5,Abortion Related,Planned Parenthood,Phineas Priesthood,0,4.0,4.0,1.0,5.0,Note left at scene,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
2213,199607120007,1996,7,12.0,1,1,1,Spokane Valley,0,47.65878,-117.426047,2,Armed Assault,,,,,1,0,1,Business,U.S. Bank,Phineas Priesthood,0,4.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,
2214,199607170006,1996,7,17.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,15,Religious Figures/Institutions,,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2215,199607220010,1996,7,22.0,1,1,1,Miami,0,25.764367,-80.20152900000001,7,Facility/Infrastructure Attack,,,,,1,0,22,Violent Political Party,Sandinista National Liberation Front (FSLN),,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2216,199607270003,1996,7,27.0,1,1,1,Atlanta,0,33.748315000000005,-84.391109,3,Bombing/Explosion,,,,,1,0,14,Private Citizens & Property,,Army of God,0,,,,,,1.0,,110.0,,1.0,,,,0.0,,,,
2217,199608160007,1996,8,16.0,1,1,1,West Jordan,0,40.60675,-111.938754,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,McDonald's fast food restaurants,Animal Rights extremists,1,4.0,4.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),240000.0,0.0,,,,
2218,199608240004,1996,8,24.0,1,1,1,Akron,0,41.084195,-81.514059,3,Bombing/Explosion,,,,,1,0,14,Private Citizens & Property,,,0,,,,,,0.0,,3.0,,1.0,,,,0.0,,,,
2219,199608310004,1996,8,31.0,1,1,1,Piperton,0,35.048190000000005,-89.620111,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,RusDun Farms Inc.,Animal Liberation Front (ALF),0,,,1.0,1.0,Letter,0.0,0.0,0.0,0.0,1.0,4.0,,,0.0,,,,
2220,199609010001,1996,9,1.0,1,1,1,Broken Arrow,0,36.050845,-95.78950400000001,3,Bombing/Explosion,,,,,1,0,5,Abortion Related,Planned Parenthood of E. Oklahoma + W. Arkansas,Anti-Abortion extremists,0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),1000.0,0.0,,,,
2221,199609100005,1996,9,10.0,1,1,1,Tempe,0,33.425509999999996,-111.93741899999999,8,Unarmed Assault,,,,,1,0,5,Abortion Related,Planned Parenthood,Anti-Abortion extremists,1,1.0,1.0,,,,0.0,,0.0,,1.0,,,,0.0,,,,
2222,199609180009,1996,9,18.0,1,1,1,Broken Arrow,0,36.050845,-95.78950400000001,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,,Anti-Abortion extremists,0,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
